employee_id,age,years_experience,salary_usd,performance_score,satisfaction_score,remote_days_per_week,projects_completed,training_hours,department,city
1866,56,30,92027.08,75.4,84.5,2,7,36.7,IT,Córdoba
1867,57,29,49918.63,64.1,93.5,0,6,40.7,Sales,Mendoza
1868,40,11,22284.11,61.6,76.7,1,10,61.9,Sales,Rosario
1869,21,0,13959.88,60.0,76.5,3,8,62.7,Marketing,Buenos Aires
1870,40,13,46452.7,81.5,64.2,1,8,30.6,HR,Rosario
1871,29,6,41622.05,71.6,79.9,1,7,51.7,Sales,Rosario
1872,25,0,29870.22,56.3,62.1,1,6,49.8,Marketing,Mendoza
1873,25,4,48956.59,74.4,52.4,0,6,31.8,Sales,Buenos Aires
1874,51,25,87227.43,62.5,88.3,3,7,61.2,Marketing,Rosario
1875,42,23,53314.22,91.6,55.0,5,6,17.8,HR,Rosario
1876,44,16,57378.64,69.2,75.3,5,4,56.1,Finance,Buenos Aires
1877,53,33,71682.53,81.8,59.4,5,9,38.2,Finance,Buenos Aires
1878,44,19,56376.29,85.9,83.5,3,7,23.9,Finance,Mendoza
1879,48,30,83826.87,65.5,85.2,4,6,37.2,Finance,Mendoza
1880,23,4,-18930.68,75.8,76.4,0,6,68.2,Marketing,Buenos Aires
1881,58,29,113368.66,80.5,85.0,1,7,77.7,HR,Rosario
1882,40,12,55096.13,76.2,70.1,4,8,28.3,HR,Rosario
1883,26,6,26864.45,78.6,96.8,5,15,39.4,Finance,Rosario
1884,56,37,120510.55,61.7,79.0,5,16,37.2,Marketing,Rosario
1885,53,26,66588.53,80.5,59.2,3,6,39.7,Sales,Buenos Aires
1886,22,0,26987.79,70.1,70.8,0,9,64.4,Sales,Buenos Aires
1887,28,8,32093.26,78.5,68.2,5,7,34.1,Sales,Buenos Aires
1888,20,0,49779.88,84.2,67.0,1,8,28.3,HR,Córdoba
1889,32,11,43225.23,81.7,50.1,0,7,33.3,Finance,Rosario
1890,24,0,27242.26,78.5,74.6,4,10,37.2,HR,Córdoba
1891,51,28,93456.73,81.4,53.4,1,7,51.6,HR,Buenos Aires
1892,43,24,76977.09,81.9,39.7,1,7,41.9,IT,Mendoza
1893,64,43,101584.78,90.0,65.9,4,9,50.0,Sales,Córdoba
1894,53,29,93855.86,74.7,60.9,5,7,55.9,HR,Córdoba
1895,47,20,99077.25,76.6,59.7,5,11,35.8,Sales,Mendoza
1896,42,24,72961.16,84.3,32.8,0,12,39.0,HR,Rosario
1897,22,0,26751.4,70.1,59.8,1,6,47.4,Finance,Córdoba
1898,23,0,27559.41,61.6,67.9,4,14,30.8,Finance,Buenos Aires
1899,47,19,78856.44,79.9,62.4,1,7,40.7,Finance,Córdoba
1900,20,0,16012.03,72.9,74.6,0,8,55.9,Marketing,Mendoza
1901,21,2,24425.24,62.9,86.7,3,5,41.8,IT,Mendoza
1902,29,10,19938.36,80.0,76.2,3,8,59.1,Finance,Córdoba
1903,59,32,64841.98,89.3,82.3,5,10,26.3,HR,Rosario
1904,40,20,53233.0,58.7,83.3,2,11,45.1,Sales,Buenos Aires
1905,51,32,81760.95,85.2,57.8,4,8,48.7,IT,Córdoba
1906,38,15,78536.25,49.6,75.3,3,11,44.7,Sales,Rosario
1907,27,0,33039.89,71.0,81.9,5,5,35.7,Finance,Mendoza
1908,36,9,27518.82,93.4,64.8,2,7,18.1,Sales,Córdoba
1909,24,0,14080.29,71.7,60.5,4,10,56.8,IT,Buenos Aires
1910,54,34,106821.23,75.9,76.4,5,6,18.8,HR,Córdoba
1911,28,6,52699.16,82.6,52.2,5,9,20.0,Finance,Buenos Aires
1912,36,10,43422.25,57.8,56.9,2,9,48.7,HR,Córdoba
1913,64,45,99362.1,75.7,62.0,3,13,34.5,HR,Córdoba
1914,46,22,81473.99,75.6,75.4,3,6,42.2,IT,Mendoza
1915,40,22,49700.09,93.6,72.6,0,7,20.8,Sales,Córdoba
1916,44,23,72280.46,62.6,82.4,1,4,44.4,Marketing,Rosario
1917,55,35,122089.88,71.2,58.9,4,7,52.5,IT,Mendoza
1918,31,5,37080.34,65.7,58.3,0,5,16.6,Sales,Buenos Aires
1919,48,20,49365.86,64.7,76.3,3,4,43.8,Finance,Mendoza
1920,59,40,103155.53,86.3,60.4,2,6,53.5,Sales,Rosario
1921,45,18,50349.87,75.3,62.8,2,3,20.0,IT,Buenos Aires
1922,40,15,31088.26,69.4,47.7,5,3,42.2,HR,Buenos Aires
1923,26,0,35515.54,69.8,73.5,1,6,40.8,Finance,Mendoza
1924,31,3,47167.52,69.4,88.5,4,7,45.4,Marketing,Córdoba
1925,62,43,97736.4,70.3,57.6,4,12,35.9,HR,Mendoza
1926,44,18,51741.46,62.4,82.3,5,9,18.2,HR,Buenos Aires
1927,33,8,24976.52,72.4,69.3,4,10,34.0,IT,Buenos Aires
1928,38,19,56950.97,71.4,48.8,3,3,31.7,Sales,Mendoza
1929,46,25,61564.47,67.4,59.3,2,14,39.0,Marketing,Córdoba
1930,44,15,36834.51,76.6,58.5,4,4,58.1,Sales,Buenos Aires
1931,51,27,101982.53,77.4,66.2,5,12,17.7,Finance,Córdoba
1932,31,9,48197.39,69.4,75.0,1,9,54.4,Sales,Córdoba
1933,49,28,83985.93,73.6,92.2,2,10,66.5,HR,Buenos Aires
1934,39,11,58050.99,96.6,52.8,2,11,65.6,HR,Rosario
1935,62,41,110365.54,96.2,64.2,0,9,66.9,Sales,Córdoba
1936,27,8,33203.35,64.5,59.2,1,9,42.9,IT,Córdoba
1937,26,2,32688.29,65.9,54.8,0,5,41.1,Marketing,Buenos Aires
1938,40,11,40764.54,64.4,71.1,4,10,12.9,Sales,Mendoza
1939,42,22,71176.95,85.6,70.0,2,9,36.7,Marketing,Rosario
1940,51,30,84125.36,71.0,48.2,3,14,57.0,Marketing,Mendoza
1941,38,15,46260.1,77.4,70.2,0,7,18.7,Sales,Córdoba
1942,61,41,78860.52,95.0,55.5,3,11,27.1,IT,Buenos Aires
1943,41,16,55993.56,74.9,70.1,4,4,41.6,Marketing,Córdoba
1944,25,4,29135.96,82.1,85.2,4,8,15.2,Sales,Córdoba
1945,25,6,7444.42,80.2,75.6,4,10,67.4,Finance,Córdoba
1946,63,42,108214.93,69.1,72.1,0,12,48.8,IT,Córdoba
1947,26,0,39480.13,85.6,63.7,3,7,45.1,Sales,Rosario
1948,62,33,122325.35,66.5,70.8,2,7,52.1,Marketing,Mendoza
1949,32,8,33532.04,88.4,76.8,5,3,34.9,Marketing,Buenos Aires
1950,24,2,20519.32,69.1,75.6,4,13,44.2,Marketing,Mendoza
1951,33,6,19158.68,70.2,68.8,5,7,25.3,IT,Buenos Aires
1952,47,27,76729.63,64.1,72.6,0,7,5.3,Sales,Rosario
1953,39,14,53234.77,65.8,54.2,2,13,39.5,IT,Rosario
1954,55,29,65030.55,70.7,61.2,4,10,63.7,IT,Mendoza
1955,47,21,60176.05,50.7,78.5,0,4,65.1,IT,Córdoba
1956,38,18,27720.01,72.7,80.1,3,17,37.2,Marketing,Rosario
1957,48,22,78495.65,69.9,71.1,1,10,35.9,HR,Buenos Aires
1958,63,38,81839.81,82.9,87.7,0,9,16.7,Sales,Córdoba
1959,38,10,42480.15,79.2,76.1,3,11,55.9,IT,Córdoba
1960,26,6,14399.6,67.9,67.2,2,7,46.3,HR,Mendoza
1961,38,13,39664.7,70.4,55.4,2,7,37.2,Finance,Mendoza
1962,57,30,74806.13,72.7,87.3,1,5,10.4,Finance,Mendoza
1963,29,8,39230.64,89.9,79.2,4,11,13.0,Finance,Rosario
1964,62,36,96995.99,66.8,91.6,3,9,41.9,IT,Buenos Aires
1965,46,27,95186.13,67.8,96.0,4,6,16.9,HR,Rosario
1966,47,21,73790.66,63.7,54.6,4,2,48.1,IT,Buenos Aires
1967,34,9,55632.47,60.2,54.6,3,7,48.8,Finance,Mendoza
1968,61,41,120491.56,78.1,35.6,0,9,20.3,HR,Córdoba
1969,21,3,38945.62,77.0,81.0,0,7,40.7,Finance,Rosario
1970,33,7,37049.39,87.8,77.9,5,8,25.9,Marketing,Rosario
1971,38,18,72536.68,85.4,71.2,1,4,54.1,Sales,Córdoba
1972,41,18,73495.14,99.0,55.3,2,7,89.4,Finance,Rosario
1973,41,23,76128.49,74.3,68.9,2,7,38.2,Finance,Mendoza
1974,26,0,3180.59,72.4,72.2,5,7,62.2,IT,Rosario
1975,30,6,23178.1,62.0,79.4,4,9,55.4,Sales,Córdoba
1976,24,0,20877.19,82.0,73.3,2,3,38.8,Sales,Buenos Aires
1977,45,26,83494.32,76.2,78.0,4,3,48.0,Sales,Córdoba
1978,35,15,51679.8,81.5,68.5,3,9,21.0,Marketing,Rosario
1979,45,20,78053.03,63.6,84.2,3,8,42.1,Finance,Córdoba
1980,46,21,82528.55,78.5,77.6,5,10,35.5,IT,Mendoza
1981,51,24,86187.56,77.1,55.8,4,7,60.4,IT,Córdoba
1982,44,15,70083.11,76.4,86.7,0,5,30.6,Sales,Buenos Aires
1983,49,22,49045.09,68.2,84.7,3,6,24.2,Sales,Mendoza
1984,46,27,80839.53,86.9,75.6,4,1,24.8,Marketing,Rosario
1985,49,28,66287.06,95.5,73.4,0,8,52.8,HR,Buenos Aires
1986,47,19,34464.01,63.9,89.9,2,4,37.2,IT,Rosario
1987,34,10,38687.93,82.2,50.4,1,4,14.7,IT,Rosario
1988,31,3,50271.05,46.2,84.9,4,13,55.2,Sales,Córdoba
1989,55,31,87711.13,81.7,64.3,0,8,17.3,Sales,Rosario
1990,35,17,85867.14,56.3,83.1,3,11,31.8,Marketing,Rosario
1991,44,21,65458.45,69.8,71.4,0,4,36.8,Marketing,Mendoza
1992,28,1,63517.04,61.9,55.1,5,14,23.6,Sales,Buenos Aires
1993,39,14,52862.82,72.8,64.0,1,6,14.5,IT,Córdoba
1994,43,24,68537.2,83.4,82.3,2,8,52.2,Sales,Córdoba
1995,48,28,56209.15,56.4,67.5,4,11,49.8,HR,Córdoba
1996,43,15,68658.44,71.4,62.5,2,7,40.8,IT,Rosario
1997,36,7,30068.12,69.9,62.5,0,8,45.5,Marketing,Rosario
1998,63,36,80094.29,90.8,77.7,5,6,14.5,Sales,Mendoza
1999,43,24,87418.46,79.3,91.0,0,9,47.8,IT,Buenos Aires
2000,56,31,98173.34,63.2,44.3,2,4,46.2,HR,Córdoba
2001,53,26,88780.77,70.3,103.6,0,7,46.6,Marketing,Córdoba
2002,45,20,55567.13,90.6,72.4,4,8,46.6,Marketing,Rosario
2003,59,34,85435.36,82.1,77.0,1,12,54.9,Finance,Buenos Aires
2004,25,2,27702.18,65.8,64.8,5,8,38.3,Finance,Buenos Aires
2005,61,41,110537.77,72.3,70.0,1,10,40.9,Sales,Buenos Aires
2006,58,37,114903.47,72.6,72.3,4,9,20.0,HR,Buenos Aires
2007,42,16,59322.2,69.6,57.4,0,11,50.3,Marketing,Córdoba
2008,53,35,117623.37,57.9,60.3,0,7,30.0,HR,Córdoba
2009,43,24,81657.92,68.2,84.2,1,8,31.0,Sales,Mendoza
2010,32,10,39478.01,88.9,51.4,5,7,33.9,IT,Buenos Aires
2011,55,28,87830.67,71.2,75.3,5,8,23.9,Sales,Córdoba
2012,31,6,61389.1,74.0,65.6,3,10,38.4,Finance,Buenos Aires
2013,34,9,71174.33,76.4,58.5,2,11,52.4,HR,Rosario
2014,43,19,77003.37,97.2,93.7,1,8,23.3,HR,Rosario
2015,57,38,93785.12,75.1,58.5,1,10,39.8,Finance,Córdoba
2016,37,16,50549.6,85.9,56.4,2,8,50.0,Sales,Buenos Aires
2017,42,24,76841.04,69.0,67.8,2,11,2.8,Sales,Córdoba
2018,21,0,50109.62,72.4,60.8,4,6,67.8,HR,Mendoza
2019,25,0,31506.54,75.1,70.1,1,11,33.1,IT,Rosario
2020,22,1,33617.98,67.3,71.9,0,5,26.0,IT,Rosario
2021,23,2,29370.97,73.0,72.8,3,4,41.2,Finance,Mendoza
2022,59,38,88481.63,83.9,68.5,1,7,29.9,Sales,Buenos Aires
2023,57,29,74767.98,67.0,61.6,2,8,38.9,Finance,Rosario
2024,56,33,86431.39,75.0,77.7,4,8,28.8,IT,Córdoba
2025,22,0,50771.5,82.1,68.7,5,11,56.9,HR,Mendoza
2026,23,0,21404.29,66.8,64.1,3,5,80.3,Finance,Mendoza
2027,32,6,36589.18,86.0,87.8,5,9,50.8,IT,Córdoba
2028,45,21,49819.34,75.7,68.5,1,9,43.0,Sales,Mendoza
2029,35,14,60949.47,73.3,83.1,4,11,31.7,HR,Córdoba
2030,41,13,68900.19,54.9,84.7,5,9,55.9,IT,Córdoba
2031,27,1,51167.47,71.3,85.5,1,11,28.5,Finance,Buenos Aires
2032,52,25,73050.47,78.7,78.3,4,6,44.8,Finance,Córdoba
2033,34,5,42615.31,92.5,70.0,2,10,32.2,Sales,Rosario
2034,22,2,26296.75,80.7,69.2,5,5,21.2,IT,Rosario
2035,53,34,94120.28,86.3,67.1,1,10,36.8,Finance,Rosario
2036,60,36,94509.48,62.9,44.0,5,8,25.2,Marketing,Rosario
2037,20,0,25873.97,73.7,78.6,4,7,62.1,HR,Rosario
2038,39,16,55866.31,87.2,72.9,4,8,28.7,HR,Córdoba
2039,57,37,98378.83,66.1,79.9,0,9,38.0,IT,Mendoza
2040,51,29,72787.71,84.7,68.6,0,5,30.3,Finance,Córdoba
2041,58,36,86162.55,82.3,78.0,3,7,21.5,Marketing,Buenos Aires
2042,38,16,79410.43,77.7,53.5,2,3,50.3,Finance,Córdoba
2043,36,10,83658.2,71.7,56.0,1,6,38.6,IT,Rosario
2044,51,26,53734.5,65.1,40.3,5,12,75.1,HR,Rosario
2045,26,3,11507.93,92.8,68.4,2,4,55.7,IT,Córdoba
2046,30,11,30442.71,81.3,60.7,2,14,41.1,HR,Mendoza
2047,47,23,64850.67,78.4,59.2,1,6,45.5,IT,Córdoba
2048,50,30,92436.71,70.9,74.0,5,4,38.6,Marketing,Buenos Aires
2049,25,4,41068.79,75.4,64.9,2,4,24.6,Marketing,Córdoba
2050,42,20,63580.47,76.6,52.8,1,6,18.4,Marketing,Córdoba
2051,36,17,63534.03,79.0,100.5,4,9,24.2,Sales,Rosario
2052,42,20,50618.71,82.3,69.6,0,6,60.1,Finance,Rosario
2053,63,42,96938.16,67.2,57.0,3,5,43.9,Finance,Mendoza
2054,23,0,24698.58,60.3,62.0,3,9,48.1,Finance,Mendoza
2055,64,36,66036.75,75.8,67.9,1,3,51.8,HR,Rosario
2056,40,22,47180.35,57.5,67.9,4,11,37.0,Finance,Córdoba
2057,54,29,60376.51,71.8,85.6,0,10,30.9,HR,Rosario
2058,39,14,61661.62,69.9,69.0,5,5,70.3,Finance,Córdoba
2059,33,11,48480.32,79.9,92.3,5,2,48.0,HR,Mendoza
2060,54,31,89965.92,94.8,64.8,1,5,15.0,HR,Rosario
2061,50,23,38805.18,55.6,75.1,2,6,13.7,HR,Rosario
2062,26,4,9946.5,97.7,82.3,1,9,51.3,IT,Buenos Aires
2063,51,33,94348.23,72.7,84.3,3,11,26.7,Marketing,Buenos Aires
2064,53,31,39119.96,78.5,85.7,2,12,38.0,IT,Córdoba
2065,37,16,72169.44,60.9,66.7,2,6,7.2,Sales,Mendoza
2066,61,39,67850.24,85.0,69.9,5,9,33.1,Finance,Mendoza
2067,48,28,88050.17,75.4,40.2,3,3,53.7,HR,Buenos Aires
2068,35,16,40471.23,74.4,67.6,5,3,32.0,Sales,Buenos Aires
2069,20,0,40733.56,55.6,83.1,3,8,22.4,HR,Buenos Aires
2070,50,31,128922.41,75.7,80.8,2,9,36.3,Finance,Buenos Aires
2071,29,3,-3697.66,83.5,69.0,0,10,40.5,Finance,Mendoza
2072,54,28,85830.66,72.6,90.4,0,8,34.7,Sales,Buenos Aires
2073,43,18,30277.56,86.7,65.4,3,8,16.3,Finance,Buenos Aires
2074,41,13,54801.53,86.3,61.4,3,16,45.9,Sales,Córdoba
2075,27,9,38098.42,68.6,64.4,3,10,31.4,IT,Mendoza
2076,52,31,82746.73,91.0,56.5,5,3,42.6,IT,Mendoza
2077,27,7,23924.71,75.5,77.5,0,7,25.4,IT,Rosario
2078,38,14,61908.12,75.5,73.5,3,8,58.7,Sales,Rosario
2079,57,32,60874.63,76.0,77.3,4,9,50.7,Finance,Mendoza
2080,61,33,103024.56,75.7,65.0,3,6,34.6,Finance,Buenos Aires
2081,64,42,94461.25,48.7,69.3,1,7,44.6,Marketing,Rosario
2082,63,43,81359.64,73.1,43.9,2,6,64.5,HR,Buenos Aires
2083,45,16,77724.05,61.4,74.5,0,9,57.6,Finance,Mendoza
2084,29,3,29389.86,91.3,71.2,1,9,62.6,Finance,Córdoba
2085,57,30,107614.54,90.9,56.8,4,10,49.1,Sales,Mendoza
2086,56,33,102720.34,83.5,68.7,3,6,31.9,Finance,Rosario
2087,64,41,86827.81,72.6,66.9,5,8,48.8,IT,Rosario
2088,49,27,72325.15,64.9,91.2,4,8,65.5,HR,Buenos Aires
2089,26,0,26815.57,68.4,57.3,1,8,49.1,Finance,Córdoba
2090,42,22,87494.55,94.4,74.0,4,7,27.6,Sales,Córdoba
2091,40,11,51362.77,68.1,56.9,4,8,41.0,Finance,Mendoza
2092,57,37,94244.39,51.4,63.3,1,8,51.4,Finance,Rosario
2093,37,14,47201.81,85.3,73.3,0,6,42.6,HR,Córdoba
2094,34,13,47641.64,90.0,67.5,4,6,51.4,IT,Rosario
2095,23,0,44568.88,91.6,69.9,4,6,30.7,Marketing,Buenos Aires
2096,57,31,80855.58,85.4,74.0,0,12,36.8,Sales,Rosario
2097,53,24,62275.04,87.0,64.1,2,8,45.1,HR,Mendoza
2098,21,0,16532.39,75.5,80.6,5,12,45.8,HR,Córdoba
2099,39,19,50893.52,54.2,66.3,4,7,30.5,Marketing,Córdoba
2100,41,21,41768.56,75.3,68.8,4,11,3.3,Sales,Mendoza
2101,41,13,37144.37,81.2,74.3,2,14,-3.2,Finance,Buenos Aires
2102,61,38,115876.3,73.6,72.7,0,8,39.3,Sales,Rosario
2103,26,7,34501.01,73.2,77.7,2,11,42.7,HR,Rosario
2104,33,6,46366.18,65.4,73.8,4,9,36.9,Sales,Buenos Aires
2105,28,3,-6781.35,65.0,75.6,5,6,40.5,HR,Mendoza
2106,30,12,55124.67,93.4,66.1,3,11,64.0,IT,Mendoza
2107,60,33,81979.71,93.7,57.2,0,6,32.6,Finance,Mendoza
2108,62,37,84378.4,75.0,52.9,3,9,45.5,IT,Rosario
2109,22,0,27714.4,77.8,50.0,1,12,65.3,HR,Córdoba
2110,48,20,53562.62,65.2,91.2,3,7,24.5,Finance,Buenos Aires
2111,30,7,5741.88,81.4,43.4,2,9,66.6,Marketing,Rosario
2112,28,5,47833.72,92.6,84.3,3,9,54.6,Marketing,Rosario
2113,33,8,43045.26,59.7,60.1,3,11,35.3,Marketing,Córdoba
2114,28,8,34690.86,79.6,84.2,3,7,2.0,HR,Buenos Aires
2115,42,23,51907.22,80.4,43.6,0,6,60.9,Marketing,Rosario
2116,64,36,67752.14,80.3,67.2,5,8,66.6,Sales,Mendoza
2117,46,26,75158.39,91.4,87.4,3,13,29.6,IT,Buenos Aires
2118,52,28,99601.61,95.4,78.6,3,13,67.5,IT,Córdoba
2119,42,21,65847.5,72.7,66.0,2,12,14.6,Sales,Córdoba
2120,20,0,4258.58,81.7,46.7,0,12,44.4,IT,Buenos Aires
2121,23,0,28376.75,75.8,54.1,3,6,37.3,Finance,Mendoza
2122,32,5,33199.86,68.7,86.7,2,7,19.9,Marketing,Mendoza
2123,30,7,50560.65,77.7,65.8,5,4,36.3,Marketing,Córdoba
2124,57,38,102501.0,81.7,69.1,3,5,39.5,HR,Córdoba
2125,57,37,46812.66,77.2,73.4,2,10,22.2,Sales,Rosario
2126,58,39,103378.63,66.2,54.4,0,4,50.1,IT,Mendoza
2127,48,20,45947.81,70.4,74.9,3,7,29.8,Finance,Córdoba
2128,45,24,46874.07,70.4,65.0,5,10,34.6,Marketing,Mendoza
2129,49,27,70772.9,66.6,73.5,2,10,61.7,Sales,Buenos Aires
2130,38,20,67164.57,78.1,63.1,3,9,30.2,IT,Rosario
2131,50,27,48988.98,79.2,51.1,0,5,6.1,HR,Rosario
2132,55,27,84168.65,84.8,64.9,2,6,36.2,Sales,Córdoba
2133,54,32,94050.08,66.4,77.7,4,4,41.6,Sales,Córdoba
2134,47,22,65304.64,69.2,74.7,2,8,36.4,IT,Buenos Aires
2135,22,2,15585.65,90.5,70.4,5,4,52.9,Sales,Córdoba
2136,52,33,69709.33,73.4,80.8,2,13,46.0,Marketing,Rosario
2137,36,10,58388.98,75.3,67.6,4,7,31.0,IT,Buenos Aires
2138,53,35,65331.66,73.2,70.7,3,7,50.4,HR,Córdoba
2139,44,21,78767.06,86.3,64.2,5,4,47.0,Finance,Córdoba
2140,59,38,90922.01,86.7,81.5,3,6,46.5,Marketing,Buenos Aires
2141,35,17,54162.48,86.1,73.5,2,7,37.6,Sales,Mendoza
2142,61,37,65978.68,75.3,63.3,2,7,44.3,Finance,Mendoza
2143,58,29,74999.25,66.3,52.1,3,11,41.6,HR,Córdoba
2144,34,16,63003.78,94.3,83.3,5,8,35.5,Marketing,Córdoba
2145,41,14,30153.85,83.6,61.1,1,5,47.2,Marketing,Rosario
2146,43,19,66679.54,70.4,70.9,5,6,48.4,Marketing,Mendoza
2147,54,28,76735.18,89.2,98.2,5,6,48.4,IT,Buenos Aires
2148,51,32,72943.67,69.6,79.6,4,6,49.3,HR,Buenos Aires
2149,58,30,91820.1,89.1,89.3,3,4,6.3,HR,Rosario
2150,36,18,24366.15,89.8,63.5,5,4,53.6,Sales,Rosario
2151,42,14,55400.21,65.8,82.9,1,6,25.5,Marketing,Mendoza
2152,39,14,74491.53,80.8,70.3,3,9,56.8,Marketing,Rosario
2153,60,38,114999.15,82.8,74.4,4,6,19.6,Finance,Córdoba
2154,33,15,57847.1,101.1,94.3,4,12,63.7,Sales,Buenos Aires
2155,46,21,58274.79,67.6,66.7,3,9,7.2,Marketing,Córdoba
2156,25,6,26262.96,89.3,70.2,2,8,44.8,Marketing,Buenos Aires
2157,58,33,79856.11,75.2,59.2,5,8,34.5,Finance,Buenos Aires
2158,37,10,51157.11,62.6,80.7,4,9,47.0,HR,Rosario
2159,35,14,38091.34,73.8,63.3,4,8,65.9,Sales,Mendoza
2160,46,26,83161.36,75.0,82.3,3,7,43.5,Finance,Mendoza
2161,42,22,96597.41,64.4,50.2,5,8,54.1,IT,Rosario
2162,58,38,92471.75,78.1,76.6,2,7,63.0,IT,Buenos Aires
2163,43,24,48034.08,84.6,62.3,3,9,30.7,Marketing,Buenos Aires
2164,43,23,46228.83,77.4,78.8,4,13,45.4,Marketing,Buenos Aires
2165,24,0,36648.48,69.6,69.8,3,10,60.5,Finance,Rosario
2166,20,0,24103.81,73.5,63.6,1,9,45.3,Finance,Mendoza
2167,37,10,56152.46,75.0,65.4,4,7,31.2,Sales,Mendoza
2168,64,37,83595.49,77.2,59.8,2,9,47.7,IT,Buenos Aires
2169,61,34,98659.35,86.1,80.1,0,3,41.7,Sales,Buenos Aires
2170,48,24,65825.51,77.7,57.4,2,8,47.6,Finance,Córdoba
2171,48,27,62612.44,61.0,66.8,0,6,32.1,HR,Córdoba
2172,37,8,33385.02,69.4,74.1,5,10,43.6,IT,Buenos Aires
2173,27,7,19644.18,76.7,89.4,5,6,37.9,Sales,Córdoba
2174,20,0,54840.39,86.2,69.9,1,3,32.6,Finance,Rosario
2175,35,12,45154.27,88.0,67.1,5,4,59.6,Finance,Córdoba
2176,34,8,49067.71,92.7,73.3,4,13,32.3,Marketing,Rosario
2177,28,4,24146.96,76.3,45.1,5,8,28.7,HR,Mendoza
2178,31,4,16421.08,82.6,55.6,0,11,22.2,IT,Buenos Aires
2179,21,0,21491.79,60.5,65.5,0,8,39.0,IT,Rosario
2180,47,25,86517.89,79.3,61.4,5,4,37.7,Marketing,Mendoza
2181,61,33,76589.02,64.2,50.8,1,5,50.8,IT,Mendoza
2182,51,31,67742.02,74.4,80.3,3,8,21.5,IT,Córdoba
2183,40,12,48931.96,105.3,73.1,5,6,14.7,Marketing,Rosario
2184,38,18,64885.34,78.0,71.7,2,8,12.2,Finance,Córdoba
2185,33,5,58642.72,66.4,61.7,0,5,46.8,Finance,Mendoza
2186,26,4,37506.26,79.1,71.0,4,7,55.5,IT,Buenos Aires
2187,46,17,65259.89,69.8,76.2,2,11,54.3,IT,Buenos Aires
2188,45,26,82589.13,65.4,66.8,0,9,32.5,Marketing,Córdoba
2189,20,0,7704.77,96.0,75.3,2,7,42.0,Sales,Córdoba
2190,38,10,28550.02,85.7,60.4,3,7,6.3,HR,Mendoza
2191,32,14,33941.56,78.5,71.2,5,11,64.3,Finance,Córdoba
2192,27,6,15817.81,71.1,83.7,1,9,57.4,IT,Rosario
2193,51,32,94531.9,71.9,84.8,3,6,53.6,Sales,Córdoba
2194,43,22,68950.75,90.4,85.9,1,10,26.5,Finance,Mendoza
2195,48,26,72992.44,78.1,73.4,1,8,34.5,HR,Buenos Aires
2196,52,27,34709.25,44.2,70.4,1,4,37.1,IT,Buenos Aires
2197,64,43,133232.15,99.2,64.6,3,15,65.5,IT,Rosario
2198,56,37,78185.92,76.8,48.3,3,10,55.0,Sales,Córdoba
2199,47,27,104377.19,78.4,53.9,0,7,37.2,Sales,Buenos Aires
2200,59,30,57261.38,85.9,68.0,0,7,48.8,Marketing,Mendoza
2201,41,12,34413.98,79.7,68.7,4,6,26.3,Marketing,Buenos Aires
2202,64,44,71157.26,82.5,86.9,1,9,19.2,HR,Mendoza
2203,54,34,91631.87,70.8,85.8,3,7,39.0,HR,Córdoba
2204,49,31,64281.15,62.7,61.8,0,4,22.9,IT,Rosario
2205,60,31,64705.0,77.8,79.8,3,10,14.6,HR,Mendoza
2206,43,17,35012.29,89.3,64.3,5,6,40.5,Finance,Córdoba
2207,52,25,81660.33,68.5,78.2,2,11,36.0,HR,Buenos Aires
2208,32,11,55471.95,67.7,79.7,3,8,24.9,IT,Córdoba
2209,63,38,120580.51,87.2,84.9,1,6,34.0,Marketing,Córdoba
2210,48,30,68714.4,70.4,64.1,1,11,45.7,IT,Rosario
2211,55,29,80482.29,70.9,82.2,0,9,36.6,HR,Rosario
2212,40,16,34459.97,71.3,47.5,2,5,42.1,IT,Mendoza
2213,59,38,88374.41,74.4,85.6,5,10,37.5,IT,Buenos Aires
2214,23,0,17217.32,59.3,69.7,0,14,66.0,IT,Buenos Aires
2215,25,0,31966.75,69.6,70.0,2,9,59.9,Sales,Buenos Aires
2216,42,19,74455.33,77.3,45.6,5,7,41.7,IT,Buenos Aires
2217,52,32,97466.0,77.2,65.3,2,2,27.7,IT,Buenos Aires
2218,56,38,80757.82,86.6,86.3,4,10,31.6,Sales,Córdoba
2219,39,10,57977.02,93.4,64.9,2,7,20.6,Marketing,Mendoza
2220,49,28,74738.72,90.1,78.6,3,6,28.0,Sales,Buenos Aires
2221,44,23,61531.05,84.1,70.4,5,15,50.0,HR,Buenos Aires
2222,63,37,80972.33,73.5,82.8,3,6,31.1,Sales,Córdoba
2223,49,28,67000.96,68.8,72.3,4,2,37.4,Finance,Rosario
2224,38,16,79934.71,75.2,58.8,4,8,57.7,Finance,Rosario
2225,63,37,96211.16,80.9,70.7,0,6,48.3,IT,Buenos Aires
2226,24,0,27619.18,83.2,89.2,0,6,41.0,IT,Buenos Aires
2227,64,39,91266.3,81.2,76.0,3,7,38.3,IT,Mendoza
2228,26,8,76089.68,73.8,68.6,2,6,37.0,Marketing,Mendoza
2229,32,9,60775.16,82.9,97.1,2,11,54.0,Finance,Rosario
2230,56,33,73584.07,87.6,83.9,2,6,44.5,Marketing,Buenos Aires
2231,53,28,71295.77,83.8,79.8,4,5,36.2,HR,Mendoza
